sq_candidato,Position,Candidate,Party,sum_votes,count_local,min_abs_votes,max_abs_votes,min_prop_votes,max_prop_votes
190001986042,Councilman/Councilwoman,BRADOCK - 77222 (SOLIDARIEDADE),77 - SOLIDARIEDADE,1219,596,1,110,0.02,2.93
190001986140,Mayor,ALEXANDRE RAMAGEM - 22 (PL),22 - PL,948631,1432,19,2451,11.97,59.18
190001986225,Councilman/Councilwoman,CAROL SANTOS - 16555 (PSTU),16 - PSTU,469,334,1,6,0.01,0.41
190001986226,Councilman/Councilwoman,BARBARA SINEDINO - 16160 (PSTU),16 - PSTU,552,361,1,9,0.01,0.43
190001986227,Councilman/Councilwoman,FERNANDO RUBANO - 16222 (PSTU),16 - PSTU,51,46,1,3,0.02,0.16
190001986228,Councilman/Councilwoman,MULHERES SOCIALISTAS ELAINE B - 16123 (PSTU),16 - PSTU,485,311,1,7,0.02,0.53
190001986229,Councilman/Councilwoman,FERNANDO MACHADO - 16016 (PSTU),16 - PSTU,87,54,1,10,0.02,0.59
190001986584,Councilman/Councilwoman,DOGUINHO ZONA OESTE - 35397 (PMB),35 - PMB,446,137,1,79,0.01,1.27
190001986585,Councilman/Councilwoman,ALEXANDRE OLIVEIRA - 35744 (PMB),35 - PMB,1029,194,1,102,0.01,3.58
190001986586,Councilman/Councilwoman,BIANCA COSTA - 35333 (PMB),35 - PMB,312,145,1,13,0.02,0.7
190001986587,Councilman/Councilwoman,ANDRÉ NAZARÉ - 35888 (PMB),35 - PMB,302,192,1,7,0.02,0.36
190001986588,Councilman/Councilwoman,NEIDELLY FARIAS - 35117 (PMB),35 - PMB,115,88,1,7,0.01,0.41
190001986589,Councilman/Councilwoman,NORLI MENEGHINI DO BRASIL - 35100 (PMB),35 - PMB,222,105,1,12,0.02,1.1
190001986590,Councilman/Councilwoman,CÉSAR ALMEIDA - 35007 (PMB),35 - PMB,476,201,1,23,0.01,1.11
190001986591,Councilman/Councilwoman,MARCOS LOPES - 35393 (PMB),35 - PMB,329,201,1,12,0.02,0.34
190001986592,Councilman/Councilwoman,MARCELO BN - 35500 (PMB),35 - PMB,1200,221,1,229,0.01,12.78
190001986593,Councilman/Councilwoman,CHICÃO PÉ NO CHÃO - 35618 (PMB),35 - PMB,541,86,1,222,0.02,8.73
190001986594,Councilman/Councilwoman,INDIO FERNANDES - 35077 (PMB),35 - PMB,804,188,1,171,0.01,7.03
190001986595,Councilman/Councilwoman,MARCOS SOLANO - 35065 (PMB),35 - PMB,148,94,1,13,0.01,0.75
190001986596,Councilman/Councilwoman,FLAVIO COSTA - 35016 (PMB),35 - PMB,35,30,1,2,0.02,0.13
190001986597,Councilman/Councilwoman,GEÓGRAFA SANDRA BORGES - 35147 (PMB),35 - PMB,63,53,1,4,0.02,0.17
190001986598,Councilman/Councilwoman,NELSINHO GARI - 35012 (PMB),35 - PMB,779,133,1,191,0.02,4.07
190001986599,Councilman/Councilwoman,JORLAN DA COMLURB - 35001 (PMB),35 - PMB,301,190,1,11,0.02,0.37
190001986600,Councilman/Councilwoman,BILICO PAIM O VIZINHO - 35136 (PMB),35 - PMB,700,237,1,58,0.02,4.52
190001986601,Councilman/Councilwoman,DEYSE NASCIMENTO - 35233 (PMB),35 - PMB,39,32,1,3,0.02,0.21
190001986602,Councilman/Councilwoman,IONE FAVELA - 35331 (PMB),35 - PMB,6,4,1,3,0.02,0.14
190001986603,Councilman/Councilwoman,SHEILA  BARBOSA - 35024 (PMB),35 - PMB,299,206,1,17,0.02,0.79
190001986604,Councilman/Councilwoman,BOLÃO - 35678 (PMB),35 - PMB,286,82,1,56,0.02,1.42
190001986605,Councilman/Councilwoman,ANDRÉA MORENO - 35173 (PMB),35 - PMB,157,123,1,6,0.02,0.2
190001986606,Councilman/Councilwoman,BELLA SISI - 35101 (PMB),35 - PMB,212,77,1,17,0.02,0.95
190001986607,Councilman/Councilwoman,ISRAEL ATLETA - 35775 (PMB),35 - PMB,134,48,1,16,0.02,0.79
190001986608,Councilman/Councilwoman,PASTORA VANIA AGUIAR - 35127 (PMB),35 - PMB,109,54,1,19,0.02,0.56
190001986609,Councilman/Councilwoman,CÉLIO GARI - 35000 (PMB),35 - PMB,32,32,1,1,0.02,0.12
190001986610,Councilman/Councilwoman,VAGNER RUSSO - 35762 (PMB),35 - PMB,473,155,1,88,0.02,4.99
190001986611,Councilman/Councilwoman,MARCO AURÉLIO - 35111 (PMB),35 - PMB,185,95,1,62,0.02,3.04
190001986612,Councilman/Councilwoman,PROFESSOR FABIANO - 35102 (PMB),35 - PMB,222,153,1,15,0.02,0.92
190001986613,Councilman/Councilwoman,ALEX GODINHO - 35088 (PMB),35 - PMB,167,85,1,28,0.02,1.27
190001986614,Councilman/Councilwoman,ZÉ DA VÓ - 35551 (PMB),35 - PMB,205,62,1,25,0.02,1.49
190001986615,Councilman/Councilwoman,DR CURY - 35700 (PMB),35 - PMB,2205,539,1,51,0.01,2.38
190001986616,Councilman/Councilwoman,ROBSON MONTEIRO - 35334 (PMB),35 - PMB,337,99,1,56,0.02,2.91
190001986617,Councilman/Councilwoman,PROFESSOR ROBSON - 35035 (PMB),35 - PMB,920,288,1,71,0.01,5.45
190001986618,Councilman/Councilwoman,ANDRÉ PETINHA - 35777 (PMB),35 - PMB,2996,364,1,342,0.02,13.89
190001986619,Councilman/Councilwoman,DJ GUSTAVO - 35800 (PMB),35 - PMB,253,147,1,15,0.01,0.48
190001986620,Councilman/Councilwoman,SIDNEI HILÁRIO - 35322 (PMB),35 - PMB,121,85,1,12,0.01,0.29
190001986621,Councilman/Councilwoman,DR MAGNELSON - 35222 (PMB),35 - PMB,501,179,1,64,0.02,2.14
190001986622,Councilman/Councilwoman,SUÊD HAIDAR - 35123 (PMB),35 - PMB,2576,817,1,52,0.02,1.41
190001986623,Councilman/Councilwoman,VIVIANE FRANÇOZA - 35010 (PMB),35 - PMB,103,55,1,24,0.02,1.13
190001986624,Councilman/Councilwoman,DÉBORA ALVES - 35225 (PMB),35 - PMB,97,64,1,7,0.02,0.35
190001986625,Councilman/Councilwoman,TIA CELIA - 35075 (PMB),35 - PMB,861,205,1,44,0.02,2.97
190001986626,Councilman/Councilwoman,INSPETOR VALNEY - 35556 (PMB),35 - PMB,1256,576,1,49,0.01,1.06
190001986627,Councilman/Councilwoman,VADINHO - 35146 (PMB),35 - PMB,370,170,1,41,0.02,1.65
190001986628,Councilman/Councilwoman,JORGE MUNIZ - 35231 (PMB),35 - PMB,41,34,1,3,0.02,0.14
190001986629,Councilman/Councilwoman,DRA SARITA PAIVA - 35300 (PMB),35 - PMB,430,176,1,14,0.02,0.51
190001986630,Councilman/Councilwoman,GUILHERME OLIVEIRA - 35227 (PMB),35 - PMB,671,243,1,36,0.02,1.02
190001986631,Councilman/Councilwoman,IENE DODÓ - 35265 (PMB),35 - PMB,145,54,1,31,0.02,1.2
190001986632,Councilman/Councilwoman,BETO CALDEIRÃO - 35727 (PMB),35 - PMB,462,141,1,96,0.02,3.76
190001999531,Councilman/Councilwoman,ERCILIA SILVEIRA - 25264 (PRD),25 - PRD,53,24,1,11,0.02,0.23
190001999532,Councilman/Councilwoman,FABINHO MARAVILHA - 25838 (PRD),25 - PRD,1106,216,1,365,0.01,10.57
190001999533,Councilman/Councilwoman,JUNIOR DA MARAJÓ - 25100 (PRD),25 - PRD,598,226,1,59,0.01,2.57
190001999534,Councilman/Councilwoman,LEANDRO RODRIGUES - 25237 (PRD),25 - PRD,353,142,1,72,0.02,3.07
190001999535,Councilman/Councilwoman,LUCIA HELENA - 25999 (PRD),25 - PRD,45,38,1,4,0.02,0.16
190001999536,Councilman/Councilwoman,ALEXANDRE OLIVEIRA ROBIN HOOD - 25111 (PRD),25 - PRD,70,65,1,3,0.01,0.15
190001999537,Councilman/Councilwoman,TOPETE - 25567 (PRD),25 - PRD,323,47,1,76,0.02,3.72
190001999538,Councilman/Councilwoman,RAFAEL THOMPSON - 25123 (PRD),25 - PRD,10903,1296,1,181,0.03,6.72
190001999539,Councilman/Councilwoman,LUCIANO NEGÃO - 25222 (PRD),25 - PRD,1222,278,1,110,0.01,12.39
190001999540,Councilman/Councilwoman,MOISÉS MAGO DO APP - 25456 (PRD),25 - PRD,5859,1227,1,27,0.02,1.18
190001999541,Councilman/Councilwoman,PEDRO PASSIONE - 25000 (PRD),25 - PRD,5080,553,1,396,0.02,11.41
190001999542,Councilman/Councilwoman,REGINALDO COELHO - 25026 (PRD),25 - PRD,1469,190,1,214,0.02,7.1
190001999543,Councilman/Councilwoman,SAIMOM - 25789 (PRD),25 - PRD,112,72,1,12,0.02,0.7
190001999544,Councilman/Councilwoman,SONIA DO BRECHÓ - 25078 (PRD),25 - PRD,452,189,1,48,0.02,1.37
190001999545,Councilman/Councilwoman,SUELEN BACANA - 25773 (PRD),25 - PRD,9374,647,1,1024,0.02,41.47
190001999546,Councilman/Councilwoman,EDNA PIRES - 25223 (PRD),25 - PRD,78,46,1,11,0.01,0.67
190001999547,Councilman/Councilwoman,ALEX SABINO - 25044 (PRD),25 - PRD,187,145,1,8,0.01,0.29
190001999548,Councilman/Councilwoman,FABRICIO BRITO - 25021 (PRD),25 - PRD,445,272,1,11,0.01,0.44
190001999549,Councilman/Councilwoman,MATHEUS PÃO QUENTE - 25555 (PRD),25 - PRD,3942,406,1,598,0.01,20.75
190001999550,Councilman/Councilwoman,RAMON ABRAHÃO - 25666 (PRD),25 - PRD,450,152,1,39,0.02,1.72
190001999551,Councilman/Councilwoman,WILLIAM BARBEIRO - 25794 (PRD),25 - PRD,616,130,1,73,0.01,3.06
190001999552,Councilman/Councilwoman,LELECO MARÇAL - 25233 (PRD),25 - PRD,169,129,1,8,0.01,0.36
190001999553,Councilman/Councilwoman,ANDRÉ SILVA - 25095 (PRD),25 - PRD,2607,804,1,53,0.01,3.34
190001999554,Councilman/Councilwoman,GUSTAVO MAGNATA - 25882 (PRD),25 - PRD,955,123,1,319,0.02,7.86
190001999555,Councilman/Councilwoman,JANEYDE DO CALÇADÃO - 25444 (PRD),25 - PRD,2270,374,1,134,0.02,3.95
190001999556,Councilman/Councilwoman,MARCELO AZEVEDO - 25828 (PRD),25 - PRD,1227,249,1,242,0.01,7.76
190001999557,Councilman/Councilwoman,MICHELE KARÊ - 25010 (PRD),25 - PRD,189,98,1,32,0.01,1.1
190001999558,Councilman/Councilwoman,RENATA CRISTINA - 25177 (PRD),25 - PRD,166,72,1,61,0.01,1.96
190001999559,Councilman/Councilwoman,RAFAEL MURMURA - 25101 (PRD),25 - PRD,735,504,1,7,0.01,0.36
190001999560,Councilman/Councilwoman,RODRIGO METAL - 25677 (PRD),25 - PRD,256,140,1,17,0.02,0.69
190001999561,Councilman/Councilwoman,ROGERIO MACUMBA - 25321 (PRD),25 - PRD,524,148,1,48,0.02,2.82
190001999562,Councilman/Councilwoman,SIMONE OLIVEIRA - 25333 (PRD),25 - PRD,94,64,1,10,0.02,0.34
190001999563,Councilman/Councilwoman,JAIR DA MENDES GOMES - 25888 (PRD),25 - PRD,18509,945,1,1077,0.01,28.1
190001999564,Councilman/Councilwoman,GEORGE RAMOS - 25025 (PRD),25 - PRD,742,394,1,41,0.02,2.54
190001999565,Councilman/Councilwoman,ÍTALO KOSTER - 25255 (PRD),25 - PRD,262,205,1,6,0.02,0.3
190001999566,Councilman/Councilwoman,JÚNIOR AUGUSTO - 25120 (PRD),25 - PRD,3653,340,1,642,0.01,28.36
190001999567,Councilman/Councilwoman,LAZARO ARRUDA - 25006 (PRD),25 - PRD,143,57,1,26,0.02,0.51
190001999568,Councilman/Councilwoman,LUIZA DE MARILAC - 25551 (PRD),25 - PRD,99,59,1,12,0.02,0.38
190001999569,Councilman/Councilwoman,CIDA MELO - 25246 (PRD),25 - PRD,66,36,1,6,0.01,0.37
190001999570,Councilman/Councilwoman,CB BENVINDO  EMILIA DO BEM - 25190 (PRD),25 - PRD,851,349,1,34,0.01,1.78
190001999571,Councilman/Councilwoman,SEREIA ROCHA A MENINADOSALGADO - 25344 (PRD),25 - PRD,262,177,1,9,0.01,0.51
190001999572,Councilman/Councilwoman,RALPH GRACIE - 25001 (PRD),25 - PRD,1422,528,1,38,0.02,0.89
190001999573,Councilman/Councilwoman,SHREK - 25313 (PRD),25 - PRD,521,155,1,86,0.02,3.56
190001999574,Councilman/Councilwoman,RICARDO TEIXEIRA - 25777 (PRD),25 - PRD,732,296,1,20,0.01,1.9
190001999575,Councilman/Councilwoman,PASTORA RITA SANTOS - 25014 (PRD),25 - PRD,77,51,1,6,0.02,0.65
190001999576,Councilman/Councilwoman,SONIA MALAQUIAS - 25750 (PRD),25 - PRD,167,80,1,21,0.02,0.89
190001999577,Councilman/Councilwoman,INSTRUTOR BOSOROY - 25332 (PRD),25 - PRD,18,18,1,1,0.02,0.12
190001999578,Councilman/Councilwoman,WASHINGTON SOUSA - 25225 (PRD),25 - PRD,281,132,1,22,0.02,1.14
190001999579,Councilman/Councilwoman,ERICA BISPO - 25122 (PRD),25 - PRD,143,68,1,39,0.02,1.01
190001999580,Councilman/Councilwoman,ETIENE OLIVEIRA - 25002 (PRD),25 - PRD,101,61,1,10,0.02,0.55
190001999581,Councilman/Councilwoman,TIA NISE - 25077 (PRD),25 - PRD,41,26,1,4,0.02,0.19
190001999582,Councilman/Councilwoman,CATIA NASCIMENTO - 25132 (PRD),25 - PRD,102,71,1,4,0.02,0.4
190002015955,Mayor,MARCELO QUEIROZ - 11 (PP),11 - PP,74996,1432,2,460,0.43,13.17
190002021516,Councilman/Councilwoman,GILMAR DA SAUDE - 11789 (PP),11 - PP,289,140,1,34,0.02,1.15
190002021517,Councilman/Councilwoman,NIDO DA PADARIA - 11444 (PP),11 - PP,619,147,1,68,0.01,2.39
190002021518,Councilman/Councilwoman,SILVA SOCORRISTA - 11192 (PP),11 - PP,476,228,1,12,0.01,0.57
190002021519,Councilman/Councilwoman,ADRIANA ANTUNES - 11009 (PP),11 - PP,93,80,1,3,0.02,0.46
190002021520,Councilman/Councilwoman,ANA LÚCIA DOS PETS - 11369 (PP),11 - PP,91,66,1,12,0.01,0.57
190002021521,Councilman/Councilwoman,CARLINHOS DA MARÉ - 11221 (PP),11 - PP,2315,335,1,589,0.01,16.28
190002021522,Councilman/Councilwoman,DELON DA JUVENTUDE - 11404 (PP),11 - PP,1802,286,1,326,0.02,9.06
190002021523,Councilman/Councilwoman,CEZAR SANT ANNA - 11123 (PP),11 - PP,592,378,1,9,0.01,0.62
190002021524,Councilman/Councilwoman,KAUE ROCHA - 11127 (PP),11 - PP,223,163,1,5,0.02,1.26
190002021525,Councilman/Councilwoman,MARCELO MONFORT - 11212 (PP),11 - PP,5766,1012,1,113,0.02,4.05
190002021526,Councilman/Councilwoman,FELIPE MICHEL - 11021 (PP),11 - PP,31773,1398,1,570,0.04,31.76
190002021527,Councilman/Councilwoman,EDSON PANTERA - 11355 (PP),11 - PP,186,99,1,29,0.02,1.88
190002021528,Councilman/Councilwoman,SILVINHO DA  CDD - 11150 (PP),11 - PP,622,93,1,118,0.02,2.81
190002021529,Councilman/Councilwoman,BERNARDO EGAS - 11000 (PP),11 - PP,12388,1362,1,151,0.03,4.35
190002021530,Councilman/Councilwoman,CLAUDIO MARAVILHA - 11234 (PP),11 - PP,599,336,1,12,0.01,1.5
190002021531,Councilman/Councilwoman,JORGE FELIPPE - 11800 (PP),11 - PP,25844,1306,1,943,0.02,21.6
190002021532,Councilman/Councilwoman,THALLES EDUARDO - 11120 (PP),11 - PP,432,218,1,36,0.01,1.16
190002021533,Councilman/Councilwoman,KKAIO - 11011 (PP),11 - PP,1002,469,1,77,0.01,4.4
190002021534,Councilman/Councilwoman,DIAS VETERANO - 11140 (PP),11 - PP,523,313,1,18,0.01,1.01
190002021535,Councilman/Councilwoman,ELIAS ALVES - 11762 (PP),11 - PP,767,441,1,13,0.01,0.36
190002021536,Councilman/Councilwoman,ABRAÃO - 11232 (PP),11 - PP,316,178,1,38,0.02,1.64
190002021537,Councilman/Councilwoman,ERNANI ALVES - 11155 (PP),11 - PP,544,158,1,115,0.02,4.18
190002021538,Councilman/Councilwoman,IRAPUÃ JEFERSON - 11002 (PP),11 - PP,2429,388,1,277,0.02,6.92
190002021539,Councilman/Councilwoman,DR J SANTANA - 11772 (PP),11 - PP,657,316,1,35,0.01,1.45
190002021540,Councilman/Councilwoman,VICTOR TIZIANO - 11121 (PP),11 - PP,745,193,1,35,0.02,1.17
190002021541,Councilman/Councilwoman,DR EDIMILSON MIGOWSKI - 11911 (PP),11 - PP,3061,913,1,28,0.02,1.73
190002021542,Councilman/Councilwoman,FABIANO ORELHA - 11881 (PP),11 - PP,324,76,1,70,0.01,2.49
190002021543,Councilman/Councilwoman,LENIEL BOREL - 11100 (PP),11 - PP,34359,1431,1,166,0.1,4.02
190002021544,Councilman/Councilwoman,ZÉ COLMEIA - 11999 (PP),11 - PP,2942,1007,1,36,0.02,3.33
190002021545,Councilman/Councilwoman,LEO DO MOA - 11631 (PP),11 - PP,1935,359,1,187,0.02,4.12
190002021546,Councilman/Councilwoman,DR MARCELLO AUTRAN - 11122 (PP),11 - PP,292,168,1,11,0.01,0.72
190002021547,Councilman/Councilwoman,GM ANDRÉ - 11001 (PP),11 - PP,152,116,1,5,0.01,0.36
190002021548,Councilman/Councilwoman,PAULINHO KARATE - 11117 (PP),11 - PP,281,108,1,43,0.01,1.64
190002021549,Councilman/Councilwoman,CAPITÃO PAULO CHAGAS - 11112 (PP),11 - PP,290,216,1,4,0.01,0.59
190002021550,Councilman/Councilwoman,ARI JORGE FAMÍLIA - 11222 (PP),11 - PP,342,213,1,16,0.01,0.8
190002021551,Councilman/Councilwoman,EZEQUIEL OLIVEIRA - 11022 (PP),11 - PP,1358,289,1,48,0.01,1.76
190002021552,Councilman/Councilwoman,WILLIAN DA MARÉ - 11910 (PP),11 - PP,28,21,1,4,0.01,0.12
190002021553,Councilman/Councilwoman,LAYANA ARAÚJO - 11555 (PP),11 - PP,146,131,1,3,0.01,0.23
190002021554,Councilman/Councilwoman,FATIMA DAMASCENO - 11103 (PP),11 - PP,36,27,1,5,0.02,0.3
190002021555,Councilman/Councilwoman,ENFERMEIRA LUCIENE - 11007 (PP),11 - PP,429,214,1,42,0.01,2.01
190002021556,Councilman/Councilwoman,ADRIANA FRANÇA - 11345 (PP),11 - PP,697,324,1,53,0.02,1.31
190002021557,Councilman/Councilwoman,VERA LINS - 11111 (PP),11 - PP,27871,1327,1,833,0.02,29.25
190002021558,Councilman/Councilwoman,HELA CASTRO - 11333 (PP),11 - PP,206,157,1,5,0.02,0.54
190002021559,Councilman/Councilwoman,ERIKA CARDOSO - 11483 (PP),11 - PP,123,77,1,8,0.02,1.1
190002021560,Councilman/Councilwoman,JOMARA KNOFF - 11170 (PP),11 - PP,627,273,1,33,0.01,3.01
190002021561,Councilman/Councilwoman,VIVIANE DE ASSIS - 11110 (PP),11 - PP,1010,425,1,92,0.02,2.01
190002021562,Councilman/Councilwoman,PAOLLA CAITANO - 11013 (PP),11 - PP,215,132,1,18,0.02,0.46
190002021563,Councilman/Councilwoman,LUCIANA CAVALCANTE - 11177 (PP),11 - PP,127,77,1,20,0.02,0.62
190002021564,Councilman/Councilwoman,BARB DO SOCIAL - 11033 (PP),11 - PP,64,50,1,6,0.02,0.41
190002021565,Councilman/Councilwoman,GLEICE CORRÊA - 11078 (PP),11 - PP,101,60,1,14,0.01,0.96
190002021566,Councilman/Councilwoman,VERONICA DA SAÚDE - 11666 (PP),11 - PP,153,69,1,28,0.01,2.24
190002021567,Councilman/Councilwoman,SANDRA MARA DOS BICHINHOS - 11427 (PP),11 - PP,649,276,1,35,0.02,1.26
190002022671,Councilman/Councilwoman,LUCY RODRIGUES - 30100 (NOVO),30 - NOVO,327,186,1,16,0.01,0.56
190002022672,Councilman/Councilwoman,MARCIO PAES - 30055 (NOVO),30 - NOVO,43,39,1,2,0.02,0.24
190002022673,Councilman/Councilwoman,COMANDANTE LÚCIO - 30016 (NOVO),30 - NOVO,1129,516,1,18,0.02,0.97
190002022674,Councilman/Councilwoman,ROBERTO NASCIMENTO - 30112 (NOVO),30 - NOVO,128,87,1,6,0.02,0.33
190002022675,Councilman/Councilwoman,GABRIEL COSTENARO - 30333 (NOVO),30 - NOVO,12018,1405,1,42,0.04,1.97
190002022676,Councilman/Councilwoman,IVAN DIEGGO - 30500 (NOVO),30 - NOVO,187,111,1,14,0.02,0.69
190002022677,Councilman/Councilwoman,PAOLLA CHAVES - 30610 (NOVO),30 - NOVO,840,274,1,66,0.01,2.55
190002022678,Councilman/Councilwoman,ROBERTA MENDES - 30321 (NOVO),30 - NOVO,1355,522,1,36,0.02,3.25
190002022679,Councilman/Councilwoman,PROFESSORA RITA DIAS - 30212 (NOVO),30 - NOVO,263,166,1,24,0.01,0.81
190002022680,Councilman/Councilwoman,CLAUS ROHR - 30555 (NOVO),30 - NOVO,336,131,1,17,0.01,0.53
190002022681,Councilman/Councilwoman,GENILSON BARROS - 30779 (NOVO),30 - NOVO,282,109,1,30,0.01,2.76
190002022682,Councilman/Councilwoman,LUIS PAPAI NOEL DO LEBLON - 30225 (NOVO),30 - NOVO,170,108,1,15,0.02,0.68
190002022683,Councilman/Councilwoman,RICARDO COELHO - 30230 (NOVO),30 - NOVO,532,173,1,41,0.02,2.05
190002022684,Councilman/Councilwoman,DR RICARDO BITENCOURT - 30007 (NOVO),30 - NOVO,974,331,1,45,0.02,1.09
190002022685,Councilman/Councilwoman,PROFESSOR BAEZ - 30022 (NOVO),30 - NOVO,70,57,1,3,0.02,0.1
190002022686,Councilman/Councilwoman,FÁBIO CERQUEIRA - 30056 (NOVO),30 - NOVO,541,276,1,22,0.01,0.99
190002022687,Councilman/Councilwoman,DÉBORA PONTES - 30031 (NOVO),30 - NOVO,602,348,1,8,0.01,0.62
190002022688,Councilman/Councilwoman,GIOVANNI FISCILETTI - 30010 (NOVO),30 - NOVO,220,157,1,5,0.01,0.44
190002022689,Councilman/Councilwoman,PEDRO DUARTE - 30300 (NOVO),30 - NOVO,15404,1297,1,322,0.02,7.21
190002022690,Councilman/Councilwoman,GEORGE NEDER - 30000 (NOVO),30 - NOVO,5651,772,1,191,0.01,3.73
190002022691,Councilman/Councilwoman,RENATINHO ALVES - 30133 (NOVO),30 - NOVO,512,313,1,15,0.02,0.58
190002022692,Councilman/Councilwoman,MARI CANEDO - 30221 (NOVO),30 - NOVO,238,138,1,11,0.01,0.7
190002022693,Councilman/Councilwoman,MONIQUE NOGUEIRA - 30012 (NOVO),30 - NOVO,541,313,1,10,0.01,0.46
190002022694,Councilman/Councilwoman,PEDRO RAFAEL - 30030 (NOVO),30 - NOVO,1560,556,1,27,0.02,0.94
190002022695,Councilman/Councilwoman,VICTOR MENEZES - 30021 (NOVO),30 - NOVO,95,41,1,14,0.02,1.19
190002022696,Councilman/Councilwoman,VICTOR REIS - 30888 (NOVO),30 - NOVO,409,153,1,41,0.02,1.71
190002022697,Councilman/Councilwoman,CLEMILDA CLÉO MENDONÇA - 30377 (NOVO),30 - NOVO,139,67,1,13,0.02,0.63
190002022698,Councilman/Councilwoman,ANNA FEIO - 30303 (NOVO),30 - NOVO,541,280,1,16,0.01,0.56
190002022699,Councilman/Councilwoman,LIVIA BONATES - 30456 (NOVO),30 - NOVO,1252,460,1,22,0.02,0.77
190002022700,Councilman/Councilwoman,ROMULO PIMENTEL - 30999 (NOVO),30 - NOVO,79,65,1,5,0.02,0.16
190002022701,Councilman/Councilwoman,CLÁUDIA BODART - 30032 (NOVO),30 - NOVO,337,213,1,8,0.02,0.43
190002022702,Councilman/Councilwoman,DUTRA DO RIO - 30046 (NOVO),30 - NOVO,110,79,1,6,0.02,0.25
190002022703,Councilman/Councilwoman,IGOR OLIVEIRA - 30033 (NOVO),30 - NOVO,305,145,1,12,0.02,1.33
190002022704,Councilman/Councilwoman,PRISCILLA XAVIER - 30130 (NOVO),30 - NOVO,161,133,1,5,0.02,0.2
190002022705,Councilman/Councilwoman,ÉRICO SIQUEIRA - 30111 (NOVO),30 - NOVO,140,109,1,4,0.01,0.24
190002022706,Councilman/Councilwoman,BERNARD BATALHA - 30023 (NOVO),30 - NOVO,196,138,1,6,0.01,0.3
190002022707,Councilman/Councilwoman,FLAVIANA CARVALHO - 30478 (NOVO),30 - NOVO,126,99,1,5,0.02,0.18
190002022708,Councilman/Councilwoman,IVAN DURAN - 30001 (NOVO),30 - NOVO,125,97,1,6,0.02,0.2
190002022709,Councilman/Councilwoman,LEANDRO PALADINO - 30002 (NOVO),30 - NOVO,104,87,1,3,0.01,0.39
190002022710,Councilman/Councilwoman,VANIA MONTEIRO - 30789 (NOVO),30 - NOVO,172,77,1,23,0.02,0.76
190002022711,Councilman/Councilwoman,PROCURADOR MARIANO - 30700 (NOVO),30 - NOVO,6155,1112,1,80,0.01,2.17
190002022712,Councilman/Councilwoman,RODRIGO MULTIMIDIA - 30777 (NOVO),30 - NOVO,782,497,1,8,0.01,0.44
190002022713,Councilman/Councilwoman,ALEX FARAH - 30120 (NOVO),30 - NOVO,342,151,1,28,0.02,1.52
190002022714,Councilman/Councilwoman,SANDRA ALBUQUERQUE - 30123 (NOVO),30 - NOVO,836,308,1,26,0.01,0.91
190002022715,Councilman/Councilwoman,HERMAN GUEDES - 30015 (NOVO),30 - NOVO,107,74,1,10,0.01,0.3
190002022716,Councilman/Councilwoman,PROFESSOR JOÃO MALHEIRO - 30003 (NOVO),30 - NOVO,4738,930,1,103,0.02,2.53
190002022717,Councilman/Councilwoman,LEO MEU AMIGO - 30190 (NOVO),30 - NOVO,499,249,1,27,0.01,0.89
190002022718,Councilman/Councilwoman,PROFESSOR MURDOCH - 30345 (NOVO),30 - NOVO,1556,642,1,21,0.02,0.66
190002022719,Councilman/Councilwoman,ENOYRA DAMM - 30014 (NOVO),30 - NOVO,60,42,1,5,0.01,0.31
190002022720,Councilman/Councilwoman,PROFESSORA FLÂMER TÁVORA - 30900 (NOVO),30 - NOVO,318,206,1,6,0.02,0.3
190002022721,Councilman/Councilwoman,MARCOS ZENAIDE - 30800 (NOVO),30 - NOVO,439,218,1,17,0.02,0.47
190002022722,Councilman/Councilwoman,KAU MAGNO - 30222 (NOVO),30 - NOVO,1539,441,1,34,0.01,2.84
190002022910,Councilman/Councilwoman,FELIPE BRASILEIRO - 55570 (PSD),55 - PSD,11772,735,1,1946,0.02,48.82
190002022911,Councilman/Councilwoman,CLEIBE DO RIO - 55678 (PSD),55 - PSD,6190,555,1,529,0.01,18.45
190002022912,Councilman/Councilwoman,PASTOR ELOI VARÃO - 55321 (PSD),55 - PSD,1689,582,1,87,0.02,3.04
190002022913,Councilman/Councilwoman,FELIPE BORÓ - 55155 (PSD),55 - PSD,24190,1074,1,1164,0.02,36.34
190002022914,Councilman/Councilwoman,RAFAEL ALOISIO FREITAS - 55123 (PSD),55 - PSD,40892,1326,1,664,0.02,22.4
190002022915,Councilman/Councilwoman,PROFESSOR ADALMIR - 55333 (PSD),55 - PSD,5056,706,1,406,0.02,13.78
190002022916,Councilman/Councilwoman,JOYCE TRINDADE - 55557 (PSD),55 - PSD,30466,1423,1,1011,0.05,20.86
190002022917,Councilman/Councilwoman,PROFESSOR MARCELLO BARBOSA - 55222 (PSD),55 - PSD,8000,1159,1,356,0.02,13.12
190002022918,Councilman/Councilwoman,CARLO CAIADO - 55622 (PSD),55 - PSD,47671,1403,1,2163,0.03,36.65
190002022919,Councilman/Councilwoman,CESAR MAIA - 55500 (PSD),55 - PSD,29665,1424,1,140,0.04,3.94
190002022920,Councilman/Councilwoman,JORGE PEREIRA - 55633 (PSD),55 - PSD,6066,476,1,328,0.02,39.56
190002022921,Councilman/Councilwoman,PEDRO AUGUSTO - 55800 (PSD),55 - PSD,4779,1159,1,33,0.02,1.83
